train_loss, test_loss, train_acc, test_acc
1.6087137059783936, 1.353730117034912, 40.636, 51.33
1.1568889250564576, 1.054334777355194, 58.162000000000006, 62.28
0.9396437656593323, 0.8445545134544372, 66.628, 71.3
0.7997098734664917, 0.9832959440231324, 71.88600000000001, 67.05
0.7069226221847534, 0.8299124827861786, 75.304, 72.74000000000001
0.6351676870346069, 0.7908791408061981, 77.862, 74.27
0.5848418272972107, 0.720180533027649, 79.776, 76.92
0.5407043220329285, 0.6199615712165832, 81.15, 79.66
0.5012601714992523, 0.5189358912944794, 82.628, 82.42
0.4732532687187195, 0.5433331322193146, 83.614, 81.77
0.44278140672683713, 0.5416424827575683, 84.822, 82.39
0.41534479265213015, 0.4683649539470673, 85.698, 84.41
0.39320263031959535, 0.4875868695259094, 86.26599999999999, 83.72
0.37407452224731447, 0.5118355395793914, 87.092, 83.17
0.35977134812355044, 0.4172046812057495, 87.48, 86.14
0.34143403860092164, 0.45823895616531374, 88.132, 85.35000000000001
0.32801386174201963, 0.4721010093688965, 88.478, 85.48
0.31291363319396975, 0.4371986972808838, 89.08, 86.09
0.2986049720287323, 0.43424452676773073, 89.696, 85.92999999999999
0.2864253200340271, 0.45038400568962095, 90.05, 85.55
0.2771889966106415, 0.43852738208770753, 90.266, 86.09
0.26392076196670533, 0.4034514759063721, 90.762, 87.4
0.25164514506340024, 0.38136209626197815, 91.168, 87.66000000000001
0.24730695448875428, 0.3833161864042282, 91.28399999999999, 87.76
0.23801740990638734, 0.41318475284576417, 91.686, 87.21
0.22822354180336, 0.4757459148406982, 92.042, 86.25
0.22011471388816833, 0.36159327669143676, 92.238, 88.64
0.213218309879303, 0.39206027030944823, 92.542, 88.35
0.20671258751392366, 0.3568787124156952, 92.702, 88.51
0.19782467970848083, 0.37613145265579223, 93.048, 89.28
0.18601213722229004, 0.41049245462417605, 93.574, 88.14999999999999
0.1869330950832367, 0.4361760141372681, 93.434, 87.64999999999999
0.17844098667621613, 0.36460160365104677, 93.606, 89.37
0.1689604555988312, 0.3802132926940918, 93.934, 88.86
0.16321397629261017, 0.4241568124771118, 94.174, 88.55
0.15998355806112288, 0.3804195588111877, 94.296, 88.83
0.15316874022722243, 0.41049749245643613, 94.598, 88.7
0.1508482836484909, 0.3481159499168396, 94.638, 89.8
0.14267554500579835, 0.3790458918571472, 94.97, 89.12
0.14053991222858428, 0.387045046377182, 95.15400000000001, 89.14
0.1374378126525879, 0.44332107543945315, 95.096, 88.59
0.13355398151397704, 0.390216913318634, 95.194, 89.16
0.1296881920480728, 0.401987973690033, 95.458, 88.82
0.12585983212709426, 0.39403144290447234, 95.482, 89.74
0.12597715619087219, 0.40389239325523374, 95.538, 89.03999999999999
0.1200036104029417, 0.37168376054763796, 95.812, 90.3
0.11483921245574952, 0.3611888401031494, 96.042, 90.42999999999999
0.11339838435649872, 0.36924076585769655, 95.966, 90.25999999999999
0.10819478364944458, 0.36546524620056153, 96.116, 90.25
0.10735374856233597, 0.3964052900314331, 96.274, 89.92999999999999
0.1030212692308426, 0.4006994743347168, 96.3, 89.61
0.0990267081952095, 0.38271022605895993, 96.552, 89.95
0.09738154637098312, 0.3848090977191925, 96.502, 90.23
0.0976663195991516, 0.3791667691707611, 96.608, 90.39
0.09432424664974212, 0.5221471903800964, 96.686, 87.45
0.09177039777040481, 0.40663668920993806, 96.792, 90.02
0.08991032545089722, 0.3852707996368408, 96.774, 90.72
0.08526783628225326, 0.35900791292190554, 97.0, 90.86
0.0838167235827446, 0.38941703004837036, 97.04599999999999, 90.53
0.08110049479722976, 0.3920495794296265, 97.15, 90.59
0.08110072160482407, 0.34572302222251894, 97.164, 91.2
0.07634907504439353, 0.36903020935058595, 97.344, 91.10000000000001
0.07867696676969528, 0.4004883285522461, 97.202, 90.45
0.07346320057868957, 0.4169777443885803, 97.292, 90.47
0.07501006002426147, 0.4096631293296814, 97.342, 90.7
0.0725724800157547, 0.4091210023880005, 97.426, 90.60000000000001
0.07053059249401092, 0.3936841561794281, 97.494, 90.9
0.07143997789412737, 0.3772064199924469, 97.468, 91.12
0.06731883594989777, 0.39634037561416624, 97.66, 91.12
0.06544252336025239, 0.3852641721010208, 97.72800000000001, 91.01
0.06518533578157425, 0.39526138486862183, 97.72999999999999, 90.64
0.060738105001449584, 0.4263017608642578, 97.866, 90.72
0.06430961219906807, 0.39179156341552734, 97.748, 90.99000000000001
0.0605955348777771, 0.43864090251922605, 97.822, 90.31
0.05856867127418518, 0.42409025354385377, 97.942, 90.56
0.05783275512099266, 0.4795796488761902, 97.964, 90.14999999999999
0.05700376726388931, 0.4039769491195679, 98.044, 90.79
0.059419874702692034, 0.4112223027229309, 97.892, 90.78
0.05168139734864235, 0.4442244890213013, 98.178, 90.42999999999999
0.05908141933679581, 0.3803951949119568, 97.954, 91.49000000000001
0.05104800999879837, 0.40097460775375365, 98.246, 91.38
0.05155093275547028, 0.4514315852165222, 98.21, 90.22
0.04952522654533386, 0.42632144312858583, 98.29599999999999, 91.11
0.051099906175136565, 0.40615128231048586, 98.268, 91.17
0.04929965174913407, 0.39442508478164673, 98.32600000000001, 91.46
0.05074228376030922, 0.45493617992401125, 98.268, 90.41
0.04683539518177509, 0.4143677540779114, 98.416, 91.53
0.04557107218980789, 0.4177598264694214, 98.35000000000001, 91.02
0.04556239773631096, 0.4167896686553955, 98.432, 91.36
0.046107091680169104, 0.4290249976158142, 98.408, 91.12
0.04395187142729759, 0.39588443641662596, 98.502, 91.63
0.04440991850614548, 0.41523545007705687, 98.408, 91.18
0.03973616536617279, 0.4025840752601624, 98.628, 91.58
0.04113857231795788, 0.42911173734664915, 98.534, 91.45
0.04277345645010471, 0.42000513153076174, 98.452, 91.52
0.04035007147312164, 0.4391309534072876, 98.598, 91.3
0.042121721251010893, 0.40064237604141234, 98.558, 91.8
0.03932295120298863, 0.4281622871398926, 98.636, 91.25999999999999
0.03847207664757967, 0.40692908658981325, 98.7, 91.86999999999999
0.03800530874252319, 0.43079823169708253, 98.61, 91.29
0.036677118362188336, 0.40676350231170655, 98.668, 91.63
0.0369472386983037, 0.5208667901992798, 98.706, 90.25
0.03599655619591475, 0.4299510938167572, 98.784, 91.64999999999999
0.03587326886415482, 0.41074600477218626, 98.752, 91.9
0.03265569040030241, 0.41120599155426024, 98.798, 92.0
0.033578631079792975, 0.43241032238006594, 98.81, 91.60000000000001
0.03553665608152747, 0.43904579944610594, 98.748, 91.35
0.0341170455506444, 0.4167236442565918, 98.848, 91.75999999999999
0.031244471326470374, 0.43668150539398193, 98.92999999999999, 91.86999999999999
0.03478281838387251, 0.4346850868225098, 98.792, 91.61
0.0297770905546844, 0.44111744260787966, 98.926, 91.79
0.03367463016420603, 0.4700636025428772, 98.85199999999999, 91.16
0.02926872181147337, 0.4512347466468811, 99.00999999999999, 91.77
0.03158411956816912, 0.4230769610404968, 98.94800000000001, 91.99000000000001
0.029754433817267417, 0.46174040141105654, 98.96000000000001, 91.62
0.02737933472812176, 0.41547546377182004, 99.032, 92.13
0.025902179394066333, 0.46307820701599123, 99.072, 91.72
0.02922917998433113, 0.45375505714416503, 99.002, 91.32000000000001
0.0290962157382071, 0.44117368593215944, 98.97, 91.62
0.026324494327902796, 0.4342085192680359, 99.102, 91.8
0.026752919710874557, 0.47641334788799283, 99.046, 91.10000000000001
0.02795847558826208, 0.42586487598419187, 99.03800000000001, 92.15
0.024218920161575078, 0.4504876902103424, 99.164, 91.96
0.026095175422132015, 0.43958548030853273, 99.10600000000001, 92.13
0.024771227037906646, 0.458955206489563, 99.146, 91.78
0.024689151921868324, 0.4565331216812134, 99.158, 91.92
0.022850242571383714, 0.43182050075531003, 99.232, 91.91
0.024154662278592587, 0.4445951720237732, 99.176, 91.64
0.02506501241117716, 0.44719002656936646, 99.142, 91.86
0.022775922799259423, 0.43493272285461426, 99.22, 92.25
0.022919406414702536, 0.4632825773239136, 99.238, 92.0
0.020864104929044842, 0.43537402219772336, 99.278, 92.07
0.022049725361401214, 0.4454370001792908, 99.17399999999999, 92.02
0.02228579847663641, 0.4455545454978943, 99.246, 91.78
0.021229433517307043, 0.47630788679122926, 99.276, 92.05
0.02075262248173356, 0.4407670986175537, 99.30600000000001, 92.14
0.020925614230409263, 0.4641895039558411, 99.28, 91.75
0.01806744908645749, 0.46464515352249147, 99.394, 91.93
0.020085241427645086, 0.46535165824890135, 99.356, 92.06
0.018499494151622057, 0.4656028067588806, 99.32600000000001, 92.30000000000001
0.019705042941570283, 0.4624099902153015, 99.334, 91.8
0.01955661560341716, 0.45024828863143923, 99.332, 91.95
0.019873344468697905, 0.45537023487091066, 99.334, 92.08
0.018199499440155923, 0.5082316623687744, 99.406, 91.56
0.017558310541287064, 0.43939884414672853, 99.406, 92.16
0.017402665124833582, 0.46562542448043825, 99.39, 92.05
0.01573492357440293, 0.5101200695037842, 99.488, 91.83
0.018358147701844574, 0.46429769015312194, 99.382, 91.94
0.01565781160376966, 0.47410325660705566, 99.484, 92.43
0.01884897586196661, 0.4667874356985092, 99.362, 92.04
0.016779359439611435, 0.4380837245941162, 99.384, 92.63
0.017113286323845386, 0.4498268418312073, 99.398, 92.16
0.014337814934402704, 0.46055431089401244, 99.52600000000001, 92.12
0.015288585742264986, 0.43182598991394044, 99.506, 92.89
0.013492907379567622, 0.4598988235473633, 99.542, 92.60000000000001
0.015395221647620201, 0.46129572987556455, 99.48, 92.30000000000001
0.01503356683317572, 0.44868194723129273, 99.476, 92.31
0.013119362001363188, 0.4538496298789978, 99.53800000000001, 92.88
0.012447277647983283, 0.4535903193473816, 99.558, 92.54
0.01314938994113356, 0.45966780261993406, 99.528, 92.47999999999999
0.011679115792661905, 0.46769633436203, 99.6, 92.15
0.014622857578396797, 0.47174996175765993, 99.478, 92.30000000000001
0.013393436529785394, 0.4714788010597229, 99.496, 92.36
0.0132565096668154, 0.4673202346801758, 99.59, 92.52
0.011481632610633969, 0.46457464590072634, 99.636, 92.74
0.012473704318813979, 0.4823970091342926, 99.558, 92.12
0.012129014130327851, 0.47159830474853515, 99.564, 92.62
0.012316674071364105, 0.4651160988807678, 99.598, 92.30000000000001
0.010711338239125907, 0.45593712315559387, 99.644, 92.56
0.010162669605351985, 0.47263583755493166, 99.642, 92.54
0.011262230186033994, 0.4708882451057434, 99.636, 92.62
0.011454334162250161, 0.4736798836708069, 99.63, 92.35
0.01163749166559428, 0.4706023780822754, 99.62, 92.38
0.010357689294703305, 0.46485465869903564, 99.634, 92.60000000000001
0.011095832172445953, 0.46866210985183715, 99.606, 92.62
0.00959015836764127, 0.46752811069488526, 99.67, 92.52
0.009927112375237048, 0.4886659906387329, 99.644, 92.5
0.009099843412991613, 0.47768587856292727, 99.69200000000001, 92.63
0.010705194029845298, 0.457599365234375, 99.656, 92.71000000000001
0.00887218587397132, 0.455269899225235, 99.698, 93.14
0.008898704744428396, 0.47170508308410647, 99.678, 92.66
0.007958736404459923, 0.4866353681564331, 99.732, 92.83
0.008926675141714514, 0.4879295375823975, 99.71, 92.67
0.008990275445301085, 0.4736022662162781, 99.678, 92.86
0.008875546231972986, 0.48603914833068845, 99.68, 92.9
0.008258915786687285, 0.48350402011871335, 99.70599999999999, 92.93
0.009494883315525948, 0.5110269414901734, 99.664, 92.32000000000001
0.006764441535696387, 0.4935074444770813, 99.776, 92.66
0.006883824210697785, 0.46744745597839354, 99.78, 92.73
0.006658984294403344, 0.4789977526664734, 99.758, 92.97999999999999
0.007650755409412086, 0.49025492067337034, 99.72, 92.67
0.007032636096067727, 0.48428062162399294, 99.774, 92.73
0.0065157759101502595, 0.5051052331924438, 99.80799999999999, 92.69
0.006058233993165195, 0.49354487390518187, 99.81, 92.84
0.006143125510299578, 0.505423546075821, 99.78200000000001, 92.81
0.007644886794472113, 0.5019417310237885, 99.77000000000001, 92.7
0.006267077061831951, 0.4904472808837891, 99.78200000000001, 92.82000000000001
0.006674916034694761, 0.5016276706695557, 99.788, 92.63
0.00587137826080434, 0.511901661491394, 99.816, 92.84
0.005266555376108736, 0.5036941511154175, 99.836, 92.92
0.005854415503675118, 0.502133058643341, 99.804, 92.83
0.005418667244398967, 0.5092855584144592, 99.80799999999999, 92.82000000000001
0.0056538912492524835, 0.5361503354072571, 99.8, 92.44
0.006155107829635963, 0.5102078684806823, 99.812, 92.94
0.005856964595946483, 0.5209128312110901, 99.806, 92.73
0.005662526599531994, 0.504167434644699, 99.79, 92.62
0.0054803245953610165, 0.5084950372695923, 99.804, 92.58999999999999
0.004634334254898131, 0.5109833317756652, 99.854, 92.85
0.004372547972211614, 0.5092122299194336, 99.846, 92.75
0.004031877972530201, 0.5255074381351471, 99.862, 92.84
0.004614065089342184, 0.5032826272010803, 99.848, 93.0
0.0037519075334398076, 0.5317630645751953, 99.882, 93.01
