train_loss, test_loss, train_acc, test_acc
1.7350615631103516, 1.3788984872817993, 35.974000000000004, 48.370000000000005
1.2405465047836304, 1.1690300971984864, 54.86600000000001, 58.919999999999995
0.9734310891532898, 0.8992653161048889, 65.322, 68.92
0.7967554378318786, 1.008485805130005, 72.064, 67.56
0.6958292399978637, 0.6712304082870484, 75.71, 77.3
0.6143798270988464, 0.7744152628421783, 78.542, 76.57000000000001
0.5608439243316651, 0.6894471650123596, 80.578, 77.01
0.5222706980514527, 0.5402075421333313, 81.896, 81.92
0.4831701447677612, 0.5285548190116882, 83.146, 82.22
0.44772852083206177, 0.539938828754425, 84.52, 81.83
0.4207794521713257, 0.4814062614440918, 85.42, 84.24000000000001
0.39724085736274717, 0.4540565567970276, 86.346, 84.77
0.3765868737125397, 0.4946720587253571, 86.82, 83.94
0.36325668588638305, 0.495030983543396, 87.35199999999999, 84.19
0.3437750480556488, 0.4413264809608459, 88.19200000000001, 85.55
0.3287552507734299, 0.4487151760578156, 88.52799999999999, 85.32
0.31655084190368654, 0.39822786378860475, 88.89399999999999, 86.86
0.30421456723213197, 0.49239978318214417, 89.342, 84.69
0.29060486473083497, 0.43450838013887405, 89.888, 85.55
0.274802082862854, 0.35645994715690615, 90.184, 88.32
0.26724319464921953, 0.3865200121879578, 90.692, 87.35000000000001
0.25933911774635315, 0.34425838396549224, 90.854, 88.74
0.247852389421463, 0.38668947005271914, 91.428, 87.57000000000001
0.2379027299118042, 0.34411911330223083, 91.658, 88.62
0.2326802249145508, 0.35473593435287476, 91.85600000000001, 88.62
0.22113328397750853, 0.3478423709869385, 92.29, 88.97
0.21828564828872682, 0.3788425525665283, 92.31200000000001, 87.92999999999999
0.20728770698070526, 0.35724171228408813, 92.7, 88.52
0.2051972047185898, 0.3877857687950134, 92.874, 88.02
0.19959590796470641, 0.35628203134536746, 93.018, 89.01
0.19388852257728575, 0.3698242342472076, 93.216, 88.58
0.18534568440914154, 0.40231071043014527, 93.496, 87.63
0.18104318110466003, 0.3752600255012512, 93.77799999999999, 88.44
0.18012511304855347, 0.34528724632263186, 93.732, 89.53999999999999
0.1701206898021698, 0.36433929414749144, 94.03, 88.94999999999999
0.1700939944791794, 0.32258019514083863, 93.908, 90.16
0.1661129617214203, 0.3750690155029297, 94.072, 88.82
0.16161877467393876, 0.31376346440315245, 94.38, 90.47
0.15774114428520203, 0.3780454966545105, 94.562, 88.29
0.15751135873317718, 0.36829741849899295, 94.554, 89.07000000000001
0.15248245910167693, 0.30837420263290405, 94.64200000000001, 90.75
0.14986638027668, 0.3345955291748047, 94.732, 89.71000000000001
0.14321388775587082, 0.33619295959472656, 94.918, 89.85
0.14407347054481506, 0.3261910399436951, 94.992, 90.05
0.13703537217617034, 0.3533026270866394, 95.19, 89.81
0.13203810249328612, 0.3450194152832031, 95.426, 89.77000000000001
0.13350294971466065, 0.3448764798641205, 95.256, 89.56
0.1365883195877075, 0.3179361289024353, 95.172, 90.25999999999999
0.12876447201728822, 0.37745844316482546, 95.428, 89.32
0.12324753609657288, 0.3369955313682556, 95.686, 89.86
0.12566744475007058, 0.3512146077156067, 95.524, 90.10000000000001
0.12297130381584168, 0.34015340042114256, 95.706, 89.97
0.11831779879570008, 0.3654554109334946, 95.94200000000001, 89.71000000000001
0.1199697493171692, 0.3238455409049988, 95.74000000000001, 90.7
0.11501938133478165, 0.3910182487487793, 96.024, 89.81
0.11433603618621827, 0.3085773176193237, 96.05799999999999, 90.89
0.11068366141796113, 0.3185527533054352, 96.16, 90.84
0.1107932742524147, 0.30320121555328367, 96.1, 91.44
0.1091841414809227, 0.34092161998748777, 96.25200000000001, 90.69
0.10453187543869019, 0.33101124219894407, 96.41999999999999, 90.64
0.1038461372089386, 0.3408223002433777, 96.396, 90.46
0.10094466068387031, 0.34268965797424317, 96.43, 90.14999999999999
0.10609045090198517, 0.3477856763839722, 96.384, 90.33
0.10162602783083916, 0.33874087891578675, 96.39, 90.53
0.10036888249397277, 0.3409943349838257, 96.526, 90.62
0.09825645551204681, 0.31936632719039915, 96.544, 91.07
0.09409832263231277, 0.3142790934562683, 96.762, 91.07
0.09467645766377449, 0.3305318033695221, 96.76599999999999, 90.51
0.09598366050243377, 0.3461038522720337, 96.688, 90.34
0.09611002268314361, 0.3111262052059174, 96.706, 91.61
0.08834919181585311, 0.3054539945244789, 96.93, 91.67
0.0939184612083435, 0.3462372759342194, 96.776, 90.55
